,user,location,text 
354,Harrison2286,"Mobile, Alabama","#GameDevPaidMe And as a note, the general price of vidya keeps going up. Is that increased cost going towards increased pay for the fine people who create these works of art?

Apparently not. It's going into the pockets of the people at the top which is just...so typical."
355,GWSsinclair,American Samoa,#gamedevpaidme Here's a good source to compare game salaries to other tech industries. https://t.co/fIj4iEf5Ev
356,FangxLight,USA,"Imagine if it was put into law. That everything people make should be public? Disadvantage: people know how much you make, no privacy for it. Advantage: wages would probably go up or bare minimum be more balanced out.  #GameDevPaidMe #politics"
357,DeckNine_Phil,"Colorado, USA","#GameDevPaidMe differently depending on the project, in most cases.
$10/hr at the start.  Nefarious (a year and a half into my career) was around that, but I was part time and got profit sharing (and still do).
Was at $25/hr after 4 years.
Currently 68k salaried for programming."
358,Harrison2286,"Mobile, Alabama","#GameDevPaidMe Hey, I don't make vidya - I just play it. But, I do know that if devs are being underpaid, and I'm sure so many of them are - that's something that needs to be addressed. These companies make billions off the backs of that labor, so they can afford to do right."
359,yaustar,UK,"#gamedevpaidme CIS Male. Base salaries only and for studios that no longer exist (unfortunately) 

(there are other benefits, stock, bonuses which vary between the roles)

Surrey:
2006 (Level Scripter): £17.5
2007 (Gameplay Programmer): £25k
2008 (Gameplay Programmer): £28k"
360,Amphi28,"Seattle, WA","#GameDevPaidMe

$12/hr Test Associate
$12.50/hr Test Associate 2
$16/hr Test Lead
$21/hr Remote Contract Environment Artist(No Benefits)
$19/hr Contract Tester

I've just begun getting into livable wage territory almost 2 years in. All of these positions were in the Seattle area."
361,GWSsinclair,American Samoa,"#gamedevpaidme WGGB's International Game Writers Survey is still open, so feel free to put your answers there to influence union/open salary data as well! https://t.co/8ogdP3BI40"
362,IRLHermit,Democrat Twitter,#GameDevPaidMe absolutely nothing... if anything I have to pay them to test their shit game... looking at you Fallout 76...
363,Devon_Wiersma,"Toronto, Ontario","And I've also heard from them how new devs don't know how hard it is to get to where they are, which is absolutely wrong. Students are overworked, exploited and underpaid IMMENSELY b/c they have to fight to even get through the door nowadays  #GameDevPaidMe"
364,radiatoryang,"New York City, NY","echoing some vital context for understanding #GameDevPaidMe ""high"" US salaries: it doesn't feel as high when you consider the basically unregulated rent, car payments (weak public transit), student loan payments, out-of-pocket healthcare costs (even with insurance), family, etc."
365,MrEmjeR,Netherlands,"#GameDevPaidMe I pay myself, I am a POC, but I don't give a * about that. Over 8 years experience as 3D generalist and programmer in my own business
I earn 10K per year and I am happy with my live. I do work that I love and I know I will grow. 
What I earn is in my own hands."
366,Gatsby_Not_Blue,,"#GameDevPaidMe

Telling this from Husbands side. 

Hubby is Mexican, immigrated to Canada from the States.  Couldn't get a job in the industry even though he went to college for it in the States.  

2 Years later my white parents paid for his tuition for a Canadian game school."
367,AbyssKit,"Idofront, Sea Of Corpses","#AnimationPaidMe #GameDevPaidMe
Not so interesting as I've worked the same job for 6 years, but...
Started off as a Junior Previs Artist at £20k a year. After a few incremental payrises and going full-time, I was promoted to Senior last year and now I'm on £34k.
Yay transparency!"
368,clplaysgames,The Internets,I'm incredibly grateful that #GameDevPaidMe is going on right now because we *need* to have conversations around compensation. The assumption that one doesn't talk about how much they make allows for our employers to get away with paying wildly different wages 1/?
369,NebVol1,,#GameDevPaidMe why is the game industry the worst
370,Paul_Par,"Santa Barbara, CA",Not to mention addressing the startling lack of retirement benefits #GameDevPaidMe https://t.co/vpVAukwxyV
371,Devon_Wiersma,"Toronto, Ontario",One thing I hope people also realize through #GameDevPaidMe is just how vulnerable new devs and ESPECIALLY students are. I've heard lots of words about devs who have been in industry for years about how they're not being compensated enough or given respect (they're not)...
372,thegreatrog, ,"#GameDevPaidMe scrolling through and thinking, although low, way better than those of us that couldnt get into the field. My first job at 5.75 in 2002. In 2005 I changed companies and for 9/hr.Although these dev salaries are low, I couldn’t get in that field, so I got almost half"
373,FacingGames,USA,"#GameDevPaidMe: If you want to talk about your salary and the problems there, please don't talk about your race, it generally has nothing to do with it."
374,finallyMorgan,"Swanley, South East","#GameDevPaidMe

UK, South East

Programmer, started at at ~£24k/yr in 2014

Things fluctuated because job changes (x2), maternity leave, switching to part time for a while, but on average it's been going up by about £2.5k a year.

White, EU, openly NB now but started as a woman."
375,Devon_Wiersma,"Toronto, Ontario","I'm a queer white man who wasn't out when I got any of these jobs, #GameDevPaidMe: 

1) 'Level Designer' at a startup: Reimbursement for transportation (I also did Narrative and Game design tasks...)
2) Jr. Level Designer, Indie: $14/hr
3) Level Designer, AAA: 45k a year"
376,rautaSydan,Finland,"#GameDevPaidMe 
white, male, 30, programmer, last two jobs:
~15€/h (6h days 5 days a week, remote, lived at my grandmother's place)
~15€/h (Helsinki, not a game company but mostly game dev)"
377,florenttunno,,"#GameDevPaidMe

Lighting artist intern in an indie game studio, Paris  : 1000€ a month, had to add 600€ from the money I saved previously.

Junior Lighting Artist in Paris : 25k€/year before taxes.
Paris is a very expensive city, it's not a lot but it's not bad either I guess"
378,Ryan_Treadwell,"Austin, TX",This is great advice on how to use this data from #GameDevPaidMe. And it works. I watched her do it. https://t.co/RSl4wNW1j1
379,TheBestDannyBoy,Earth for now,"Looking at #GameDevPaidMe, I'm convinced that game development is the worst job in Computer Science.

Players trash talk you, companies underpay and overwork you, and your career isn't considered serious.

Thats brutal considering what you need to know for that job."
380,DamianSommer,"Toronto, Ontario, Canada","#GameDevPaidMe Here's some fun numbers from someone who's had a small hit and is now running a studio (in USD):

2010-2013: $1k 
2014: $100k &lt;-The Yawhg Launches
2015: $66k 
2016: $30k &lt;- After this point, minus money gone to GLOAM
2017: $10k
2018: $30k 
2019: $5k"
381,KieranTMR,,"I don't mind paying about my salary for #GameDevPaidMe ! White, Male, Leamington Spa. QA 

Started only a few years ago straight out of University on 18K 
With a raise every year so far now around the 20k mark. https://t.co/u46ZpHh9ID"
382,TheChungle,Montreal,"#GameDevPaidMe 

I don't generally like to disclose salary and won't do so widely, but if any underrepresented folks (Women, PoC, LGBTQ, etc) are interested in QA professional salary ranges, DM me."
383,Bradway_1,California,"#GameDevPaidMe 

28, White, Non-Binary (Male presenting), California Bay Area.
QA Tester- Telltale Games: $15/hr, no benefits, contract,  2+hours of overtime nearly each day.
Compliance QA Tester- Bandai Namco Entertainment America: $17.50-$20.00/hr, contract, infrequent overtime"
384,IanSchreiber,"Rochester, NY, USA","#GameDevPaidMe $1500 to 4000 for teaching a single 10-week 3-credit-hour online game design class as adjunct, 90-100k as full-time tenure-track while my students make 11-15/hr, for those of you wondering about the academic side. (2/2)"
385,RealAspireGames,,"Okay, I hate tweeting about trending topics on my game dev Twitter but I feel like I have a responsibility to be part of the #GameDevPaidMe conversation since it hits close to home with my dream and passion in game development."
386,IanSchreiber,"Rochester, NY, USA","#GameDevPaidMe $60k in Boston 2000-2003 as mid-level gameplay programmer, 32k in Western Mass 2003-2006 as entry-level game designer, 60-120/hr as a freelance designer after that. I'm a straight white male person. (1/2)"
387,SebbieMayCry,,"I don’t know how many people know about this, but I am a writer and aspire to write for the video game industry and hopefully will soon. But today, I would like to air some thoughts I have on the current #GameDevPaidMe hashtag and on the video game industry."
388,taylorcocke,"Los Angeles, CA","There's a contingent of people who see the salaries in #GameDevPaidMe and are like ""lol this person is complaining about $40k/yr""

Yes, labor is worth more than that. People deserve a living wage when they're making companies millions and millions of dollars. Fuck off."
389,SpringingTraps,The United America of States,Me twenty minutes ago feeling confident about a job in game design vs me after reading all the #GameDevPaidMe tweets about game devs being underpaid https://t.co/XscNRbGeh7
390,virusq,"Seattle, WA","#GameDevPaidMe 
PHX:
2013: Third Party QA (full time) $8.50hr
2014: (raise) $9.50hr

SEA:
2015: Disney QA (contract) $15hr
2016: Disney QA (salary) $52k
2017: Software Localization, non games (contract) $27hr
2018: (same) $27hr
2019: Niantic QA Lead (salary) $95k"
391,ahtweet,Seattle,"#GameDevPaidMe 

Amazon
2019, PM - 122k base, 36 RSUs
2018, PM - 114k base, 21k bonus, 14 RSUs
2017, Game designer - 100k base, 27k bonus, 4 RSUs

Wizards
2016, Sr PM (contract) - $36/hr
2015, CM (contract) - $25/hr

and that's why you never, ever take a contract as a favor ;)"
392,RhythmP5,United States,"Not a salary, but out of curiosity, does anyone have any advice for someone wanting to get into the field but is completely new to it?
#GameDevPaidMe"
393,allisonperryart,"Los Angeles, CA","#GameDevPaidMe 
2016-2017: $72.8k, concept artist, now-defunct VR start-up 
#TechPaidMe
2017-2019: $95-100k, storyboard &amp; concept artist, Snap Inc.
#AnimationPaidMe 
2019-2020: $115.8k, visual development (feature), Skydance
2020: $150.8k, visual development (feature), Netflix"
394,Hivenst,"Indiana, USA","Me White male College dropout

10$/HR QA: Contract through 3rd party
12$/HR Freelance QA Bay area
Volunteer Esports / Tournament production Facebook group
Volunteer Esports / Manager https://t.co/xKt1HDiWFx 

fixed spelling mistake #GameDevPaidMe"
395,benprunty,"Sacramento, CA","I'm a mix of game dev and self-publishing musician so my #GameDevPaidMe situation is unique. My yearly income fluctuates between $70k and $140k per year. 

Individual game projects have paid me anywhere between $0 with eventual royalties (something I don't do anymore), and ~$60k."
396,DamJess,"Earth, the Solar System","#GameDevPaidMe, a white cis female

2009-2012 Freelance $0 (Florida) - Journalist
2013-2014 EA $35/hr (Bay Area) - Community Manager
2014-2015 Turtle Rock $75K benefits, relo, vacation (Orange County) - Community Manager
2016-now Unknown Worlds $38/hr (Remote) - Web Developer"
397,GWSsinclair,American Samoa,"Since #gamedevpaidme is a thing, this is a good time to say hey, we're in the last stages of processing and eventually publishing salary/pay data from the 2019 GWU Game Writers Survey.

Info in the retweet for those who don't know what I'm talking about. https://t.co/6jH9ulSatU"
398,CortanaV,Seattle,"Hey, #GameDevPaidMe friends! I want to compile tweets so far, but only want to do so with your permission. Ping myself or @DesignByZoe if you want to be added. https://t.co/SdZzs38xLl"
399,VETTE____,"Toronto, Ontario","Jeez game developers are heavily underpaid for the work hours they put into it with how much these game studios make 

#GameDevPaidMe"
400,LunaRyuko,"Warsaw, Poland","seeing #GameDevPaidMe made me realize how much more people outside poland earn, and im sitting here, living in the capital, where rent costs almost half of my salary"
401,soupychloe,,"#GameDevPaidMe
2015: $45k, Bethesda. Jr sales analyst in MD.
West LA:
2017-8: $75k-$78k, Riot, LCS stats analyst
2019-20: $88k-$95k, Riot, lead stats analyst
plus bonuses and I also got relo."
